"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.216508000E1,2.858332396E-1,2.992703393E-2,-5.153199658E-2,2.919791343E-1
1.217499600E1,2.903992534E-1,2.040950768E-2,-4.638930038E-2,2.947884692E-1
1.218491300E1,2.851392627E-1,9.829568677E-3,-4.642285779E-2,2.890607225E-1
1.219482900E1,2.812823057E-1,-5.509054754E-3,-5.203078687E-2,2.861071267E-1
1.220474600E1,2.682288289E-1,-1.470015571E-2,-5.712994188E-2,2.746390895E-1
1.221466200E1,2.641830146E-1,-1.791038737E-2,-6.094714254E-2,2.717130865E-1
1.222457900E1,2.497201860E-1,-3.091114014E-2,-6.344412267E-2,2.595011109E-1
1.223449600E1,2.395331264E-1,-4.224126041E-2,-6.074633822E-2,2.507001402E-1
1.224441200E1,2.208129764E-1,-3.682492301E-2,-4.279210418E-2,2.279157951E-1
1.225432900E1,2.072986066E-1,-4.171131179E-2,-1.887384243E-2,2.122940597E-1
1.226424500E1,1.915047318E-1,-3.623505309E-2,-8.454490453E-3,1.950859292E-1
1.227416200E1,1.825681776E-1,-3.831146285E-2,-3.591730027E-3,1.865792276E-1
1.228407800E1,1.725288481E-1,-4.513634741E-2,5.616415758E-3,1.784237579E-1
1.229399500E1,1.649050713E-1,-4.090419412E-2,1.669417322E-2,1.707206228E-1
1.230391100E1,1.613297760E-1,-3.645272180E-2,2.702138014E-2,1.675895359E-1
1.231382800E1,1.646063179E-1,-2.976220287E-2,4.073832929E-2,1.721645727E-1
1.232374400E1,1.693070680E-1,-1.863125525E-2,4.309229925E-2,1.756956266E-1
1.233366100E1,1.678537577E-1,-1.008921117E-2,4.518693313E-2,1.741221844E-1
1.234357700E1,1.624989361E-1,4.418358207E-3,3.799106926E-2,1.669393526E-1
1.235349400E1,1.584174037E-1,1.049076393E-2,3.516629711E-2,1.626124177E-1
1.236341000E1,1.543281227E-1,1.030674018E-2,3.586990386E-2,1.587767249E-1
1.237332700E1,1.512219459E-1,1.310335100E-2,3.579729050E-2,1.559526234E-1
1.238324300E1,1.545058936E-1,1.632843725E-2,4.344082996E-2,1.613251212E-1
1.239316000E1,1.701921523E-1,4.062432051E-2,4.516335204E-2,1.807081417E-1
1.240307600E1,1.713149548E-1,5.867469311E-2,4.036806151E-2,1.855292800E-1
1.241299300E1,1.788153052E-1,5.585252866E-2,4.015965387E-2,1.915912737E-1
1.242290900E1,1.846090108E-1,4.837756976E-2,4.112611338E-2,1.952235471E-1
1.243282600E1,1.932082623E-1,4.261574522E-2,5.120596290E-2,2.043711942E-1
1.244274200E1,1.949555576E-1,4.624243826E-2,5.036627129E-2,2.065981457E-1
1.245265900E1,1.927381754E-1,4.506225884E-2,4.744740203E-2,2.035432814E-1
1.246257500E1,1.891807169E-1,3.765653819E-2,4.357436672E-2,1.977525826E-1
1.247249200E1,1.869062185E-1,3.226957098E-2,4.774162918E-2,1.955876348E-1
1.248240800E1,1.820411533E-1,2.231247025E-3,4.844922945E-2,1.883913156E-1
1.249232500E1,1.785229594E-1,-2.382904105E-2,5.566847324E-2,1.885132598E-1
1.250224100E1,1.719505340E-1,-5.339492112E-2,5.889276415E-2,1.894369589E-1
1.251215800E1,1.616404802E-1,-6.187080592E-2,5.774365738E-2,1.824553957E-1
1.252207400E1,1.481478363E-1,-4.460899159E-2,4.759434983E-2,1.618733013E-1
1.253199100E1,1.383711100E-1,-1.745531708E-2,3.269539773E-2,1.432488785E-1
1.254190700E1,1.338384151E-1,8.521157317E-3,1.433529705E-2,1.348733933E-1
1.255182400E1,1.275147349E-1,8.960045874E-3,8.143713698E-3,1.280882903E-1
1.256174000E1,1.207729429E-1,4.961842671E-3,7.292066002E-4,1.208770258E-1
1.257165700E1,1.081088185E-1,-2.156967530E-3,-1.192337181E-2,1.087857341E-1
1.258157400E1,1.001219973E-1,6.408557296E-3,-2.202714048E-2,1.027164975E-1
1.259149000E1,9.154076874E-2,1.360024419E-2,-3.257102892E-2,9.810989200E-2
1.260140700E1,8.322371542E-2,1.787594892E-2,-3.677189723E-2,9.272490919E-2
1.261132300E1,7.729315758E-2,2.463039011E-2,-4.098817334E-2,9.088959610E-2
1.262124000E1,7.270613313E-2,3.338846192E-2,-4.287209362E-2,9.076886908E-2
1.263115600E1,7.153300941E-2,2.621816657E-2,-4.077245668E-2,8.641039820E-2
1.264107300E1,7.342598587E-2,5.998382345E-3,-2.435460128E-2,7.759189774E-2
1.265098900E1,7.497534901E-2,-1.180177741E-2,-1.107029337E-2,7.670160562E-2
1.266090600E1,7.461475581E-2,-1.801226847E-2,-2.033655532E-3,7.678502038E-2
1.267082200E1,7.519865781E-2,-2.461898141E-2,1.971748890E-3,7.915061703E-2
1.268073900E1,7.569107413E-2,-2.453296073E-2,6.690870970E-3,7.984843530E-2
1.269065500E1,7.342748344E-2,-2.170922048E-2,1.037626714E-2,7.726935031E-2
1.270057200E1,6.838159263E-2,-1.737386174E-2,1.321679447E-2,7.178145261E-2
1.271048800E1,6.749689579E-2,-1.160643343E-2,1.288160309E-2,6.968842039E-2
1.272040500E1,6.374849379E-2,-6.913410965E-3,1.119129453E-2,6.509155694E-2
1.273032100E1,5.914590508E-2,-8.285005577E-3,1.777172089E-2,6.231142326E-2
1.274023800E1,5.186375976E-2,-2.914208919E-3,1.714667678E-2,5.470238308E-2
1.275015400E1,4.712903872E-2,3.384234384E-3,1.950701326E-2,5.111871379E-2
1.276007100E1,3.947165236E-2,1.201260928E-2,1.384939533E-2,4.352148748E-2
1.276998700E1,3.170203790E-2,2.170866542E-2,6.234738510E-3,3.892502184E-2
1.277990400E1,2.417887375E-2,2.751302533E-2,-1.557404408E-3,3.666074204E-2
1.278982000E1,2.001160011E-2,3.437221423E-2,-5.313385278E-3,4.012661602E-2
1.279973700E1,1.325915568E-2,4.406346008E-2,-1.197554916E-2,4.754794950E-2
1.280965300E1,7.131058723E-3,5.234897882E-2,-1.646452770E-2,5.533848800E-2
1.281957000E1,4.143007100E-4,4.187130183E-2,-1.582430303E-2,4.476366974E-2
1.282948600E1,-4.403346218E-3,2.816072479E-2,-1.135052647E-2,3.067980329E-2
1.283940300E1,-8.602884598E-3,1.690540649E-2,-3.506717971E-3,1.928987981E-2
1.284931900E1,-1.393895783E-2,1.495720074E-2,5.826127017E-4,2.045365094E-2
1.285923600E1,-1.632861234E-2,1.570208557E-2,-4.530906444E-4,2.265798675E-2
1.286915200E1,-2.257613465E-2,2.397875115E-2,-1.039450755E-3,3.295061184E-2
1.287906900E1,-2.340837382E-2,1.648514904E-2,2.846729476E-4,2.863203001E-2
1.288898500E1,-2.149042487E-2,3.724669339E-3,-3.603447927E-3,2.210647778E-2
1.289890200E1,-2.569981851E-2,-3.804353299E-3,-2.800504677E-3,2.613037699E-2
1.290881800E1,-4.167783633E-2,1.395756379E-2,-3.898583818E-3,4.412544146E-2
1.291873500E1,-5.507140979E-2,3.427428752E-2,-2.036235295E-3,6.489786757E-2
1.292865100E1,-5.180132389E-2,4.726980999E-2,-8.597664535E-3,7.065218984E-2
1.293856800E1,-5.493533239E-2,3.654765710E-2,-7.625343744E-3,6.642114009E-2
1.294848400E1,-4.728543758E-2,1.829658262E-2,-3.040674608E-3,5.079294484E-2
1.295840100E1,-4.088532925E-2,9.030913003E-3,7.096270565E-5,4.187090366E-2
1.296831700E1,-3.305497020E-2,-1.361300936E-3,-3.832788207E-3,3.330427091E-2
1.297823400E1,-2.629506588E-2,-1.694532111E-2,-1.079349220E-2,3.309190038E-2
1.298815000E1,-2.306911349E-2,-2.850234509E-2,-1.735391840E-2,4.056755054E-2
1.299806700E1,-2.840315923E-2,-5.006249622E-2,-1.577120088E-2,5.968017894E-2
1.300798300E1,-4.559593648E-2,-6.212010235E-2,-1.227386575E-2,7.802912481E-2
1.301790000E1,-4.973129928E-2,-6.349482387E-2,-1.177212596E-2,8.150691833E-2
