"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.553831838E1,5.661368298E-2,-9.955995619E-2,1.901432669E-1,2.219724216E-1
1.554823538E1,1.993368806E-1,8.205222309E-2,2.371572196E-1,3.204860467E-1
1.555815138E1,8.863637977E-2,-2.000507891E-2,2.573295289E-1,2.729012595E-1
1.556806837E1,-1.046077478E-1,2.372800112E-3,2.398212111E-1,2.616536344E-1
1.557798537E1,9.652727039E-2,1.541758740E-1,3.021770883E-1,3.527020084E-1
1.558790238E1,3.702045453E-1,1.273716527E-1,3.494547504E-1,5.247795403E-1
1.559781938E1,3.495014551E-1,5.174025714E-2,3.107257175E-1,4.705090784E-1
1.560773638E1,2.460385738E-1,2.665687144E-2,3.033383453E-1,3.914839975E-1
1.561765338E1,9.603768485E-2,-1.953554749E-3,2.662664133E-1,2.830633430E-1
1.562757037E1,6.200712729E-2,4.536913097E-2,2.674715245E-1,2.782880851E-1
1.563748737E1,6.795401970E-2,-3.204858899E-3,2.464607245E-1,2.556773526E-1
1.564740438E1,7.197472963E-2,-1.796498537E-2,2.378009981E-1,2.491032258E-1
1.565732138E1,8.768455356E-2,-7.997236848E-3,2.054477692E-1,2.235202957E-1
1.566723838E1,7.896598044E-2,-2.419987142E-2,1.583958095E-1,1.786350814E-1
1.567715438E1,7.150236597E-2,-2.886244118E-2,1.810151786E-1,1.967539675E-1
1.568707137E1,8.284376250E-2,-2.315672815E-2,1.359284681E-1,1.608597883E-1
1.569698837E1,5.276468933E-2,-1.572725594E-2,1.194714797E-1,1.315480652E-1
1.570690538E1,3.651355941E-2,-4.286009073E-3,1.388409662E-1,1.436259858E-1
1.571682238E1,9.012257754E-2,-2.031030357E-2,9.499971271E-2,1.325123874E-1
1.572673938E1,1.142115072E-1,-3.508855641E-2,6.318501234E-2,1.351585031E-1
1.573665638E1,1.070591108E-1,-3.001843572E-2,8.276149035E-2,1.386081670E-1
1.574657337E1,1.099000262E-1,-3.573584318E-2,9.570956469E-2,1.500512813E-1
1.575649037E1,1.114702685E-1,-3.510434389E-2,5.780148089E-2,1.303800097E-1
1.576640738E1,1.118168440E-1,-3.282685339E-2,2.575172246E-2,1.193472250E-1
1.577632438E1,1.273196856E-1,-3.190357804E-2,5.606778145E-2,1.427295931E-1
1.578624138E1,1.223530423E-1,-3.551072538E-2,4.309748769E-2,1.344941338E-1
1.579615838E1,1.034546952E-1,-2.541609228E-2,1.785096467E-2,1.080162425E-1
1.580607437E1,-2.972130580E-3,1.932095468E-2,2.174053252E-2,2.923668251E-2
1.581599138E1,-7.192851836E-2,4.489492178E-2,6.682256520E-2,1.079561067E-1
1.582590838E1,1.055044184E-2,1.646342039E-2,1.228710508E-1,1.244172463E-1
1.583582538E1,8.688686544E-2,-1.285744250E-2,1.675104493E-1,1.891411955E-1
1.584574238E1,-6.385981757E-3,2.583533764E-2,1.925394559E-1,1.943699758E-1
1.585565937E1,6.004725024E-3,1.562960744E-3,1.933399397E-1,1.934394785E-1
1.586557637E1,7.987863944E-2,-1.476597369E-2,1.908379161E-1,2.074071871E-1
1.587549338E1,6.603658064E-2,-7.539399862E-3,1.945526522E-1,2.055928185E-1
1.588541038E1,4.435689571E-2,-9.226906300E-3,1.912980920E-1,1.965900048E-1
1.589532738E1,5.506106450E-2,-6.105077863E-3,1.589042249E-1,1.682841214E-1
1.590524438E1,4.105140075E-2,5.358973145E-3,1.509090346E-1,1.564847367E-1
1.591516138E1,4.709612438E-2,-1.072496295E-2,1.858139884E-1,1.919893436E-1
1.592507737E1,3.071894129E-2,-1.604242086E-2,1.872734535E-1,1.904530362E-1
1.593499438E1,4.293354638E-2,-8.001329899E-3,2.011377865E-1,2.058244880E-1
1.594491138E1,8.319409294E-2,-1.867893040E-2,2.137753737E-1,2.301522755E-1
1.595482838E1,9.012987742E-2,-2.234805822E-2,1.786871096E-1,2.013750572E-1
1.596474538E1,4.128015479E-2,1.548927426E-2,1.754810813E-1,1.809352887E-1
1.597466237E1,2.814065723E-2,1.210432112E-2,2.007878307E-1,2.031112112E-1
1.598457937E1,5.157386731E-2,-1.109275281E-2,2.320245337E-1,2.379459964E-1
1.599449638E1,5.773602862E-2,-1.418242157E-2,1.931177455E-1,2.020620046E-1
1.600441338E1,1.029689195E-2,1.281709671E-3,1.415277618E-1,1.419076324E-1
1.601433038E1,4.399273295E-2,-9.110546708E-3,9.889980555E-2,1.086256606E-1
1.602424713E1,4.931251148E-2,-1.812344491E-2,1.321289474E-1,1.421908639E-1
1.603416413E1,6.112749592E-2,-1.522907317E-2,9.937079877E-2,1.176564961E-1
1.604408113E1,7.258809342E-2,-1.387895107E-2,5.146426857E-2,9.005680168E-2
1.605399713E1,7.484086116E-2,-9.653753042E-3,-8.033489585E-3,7.588732702E-2
1.606391412E1,6.584362253E-2,-1.324160457E-2,4.536386847E-2,8.104692025E-2
1.607383112E1,6.466415690E-2,-1.698674619E-2,5.711677194E-2,8.793365892E-2
1.608374813E1,8.687083128E-2,-2.526698828E-2,3.775254786E-2,9.803171371E-2
1.609366513E1,1.005704921E-1,-2.213112652E-2,-6.641267538E-3,1.031906831E-1
1.610358213E1,8.311267046E-2,-9.124580026E-3,1.576526284E-2,8.508535400E-2
1.611349913E1,4.321459645E-2,5.037376285E-3,6.028186977E-2,7.434231856E-2
1.612341612E1,4.316440176E-2,-4.818105698E-4,3.923364758E-2,5.833246801E-2
1.613333312E1,5.902974335E-2,-3.022425771E-3,-8.917296231E-3,5.977594692E-2
1.614325013E1,6.606882256E-2,1.130909979E-2,-1.859297633E-2,6.956064851E-2
1.615316713E1,6.914563657E-2,-2.414315343E-3,-5.319504440E-3,6.939196713E-2
1.616308413E1,7.520600150E-2,-1.271477044E-2,-2.998803020E-2,8.195663490E-2
1.617300113E1,6.614259797E-2,1.350122094E-3,-8.614118099E-3,6.671483438E-2
1.618291812E1,6.627733975E-2,5.692264438E-3,1.890346348E-2,6.915510516E-2
1.619283413E1,6.079119880E-2,7.286215425E-3,9.539147615E-3,6.196494270E-2
1.620275113E1,6.145700480E-2,2.085701823E-3,2.395399600E-2,6.599323841E-2
1.621266813E1,8.089284813E-2,-9.665447474E-4,5.398091018E-2,9.725495232E-2
1.622258513E1,7.804897257E-2,4.616376758E-3,3.996279538E-2,8.780648079E-2
1.623250212E1,7.809315559E-2,1.392222047E-2,5.413001418E-2,9.603347129E-2
1.624241912E1,5.990227584E-2,7.944027185E-3,7.057472348E-2,9.290953564E-2
1.625233613E1,4.850580585E-2,1.690956295E-2,7.318141222E-2,8.941065717E-2
1.626225313E1,4.340643081E-2,1.244053602E-2,9.357533097E-2,1.039000854E-1
1.627217013E1,4.391138356E-2,9.606975317E-3,1.368122748E-1,1.440072988E-1
1.628208713E1,5.027283442E-2,1.370411932E-2,1.047192469E-1,1.169670101E-1
1.629200412E1,4.961251932E-2,1.125998318E-2,8.622070312E-2,1.001109332E-1
1.630192112E1,7.925001808E-2,1.400057316E-2,1.387117428E-1,1.603668575E-1
1.631183813E1,1.086437702E-1,1.531327307E-2,1.981200385E-1,2.264718852E-1
1.632175513E1,9.213132452E-2,-4.098313451E-3,1.986962816E-1,2.190552201E-1
1.633167113E1,6.414379125E-2,4.070831537E-3,1.953420264E-1,2.056441219E-1
1.634158813E1,6.250568465E-2,7.404329181E-3,1.868618095E-1,1.971778906E-1
1.635150512E1,6.522863248E-2,1.513610244E-2,2.508335647E-1,2.596177060E-1
1.636142212E1,6.407441039E-2,8.395432234E-3,2.503333354E-1,2.585397303E-1
1.637133913E1,6.487264669E-2,9.387120008E-3,2.246202046E-1,2.339889198E-1
1.638125613E1,5.467488332E-2,1.401402175E-2,2.135976183E-1,2.209291249E-1
1.639117313E1,7.059542628E-2,6.061223745E-3,2.253423357E-1,2.362194338E-1
1.640109013E1,8.332163533E-2,5.637300611E-3,2.407412705E-1,2.548149002E-1
1.641100712E1,8.396389715E-2,6.402701139E-4,2.018119705E-1,2.185827473E-1
1.642092412E1,6.214631843E-2,6.286926270E-3,1.911095193E-1,2.010585455E-1
1.643084113E1,6.837910314E-2,2.173410058E-3,1.799349055E-1,1.925019368E-1
1.644075813E1,6.660678467E-2,-5.757753253E-3,1.529959059E-1,1.669651542E-1
1.645067513E1,5.996006277E-2,-7.462216616E-3,1.305235943E-1,1.438308120E-1
1.646059213E1,6.949845208E-2,-1.079980731E-3,1.314559329E-1,1.487005833E-1
1.647050912E1,7.786813829E-2,2.653466463E-3,1.218586054E-1,1.446375040E-1
1.648042512E1,7.963135703E-2,2.088508487E-2,1.230640090E-1,1.480611026E-1
1.649034213E1,7.112363085E-2,1.517937183E-3,1.057074264E-1,1.274163843E-1
1.650025913E1,6.064904750E-2,-7.548755407E-3,1.486745211E-1,1.607463963E-1
1.651017613E1,6.378272569E-2,-8.304800391E-3,9.900213182E-2,1.180619664E-1
1.652009313E1,6.411983594E-2,-9.972426295E-3,9.050261915E-2,1.113621422E-1
1.653001012E1,6.852836246E-2,1.000458598E-3,1.250064540E-1,1.425613935E-1
1.653992712E1,7.756985720E-2,8.186101913E-6,1.668877208E-1,1.840342201E-1
1.654984413E1,6.628598266E-2,-5.833767056E-3,1.825398400E-1,1.942901375E-1
1.655976113E1,7.242786144E-2,-1.789247990E-4,1.611095023E-1,1.766411585E-1
1.656967813E1,6.199985482E-2,-5.130347013E-3,1.751931059E-1,1.859110724E-1
1.657959513E1,6.201132084E-2,-3.720583320E-3,2.111818412E-1,2.201295453E-1
1.658951212E1,7.646456899E-2,-2.313743234E-3,1.841498709E-1,1.994075191E-1
1.659942912E1,6.924957083E-2,-1.137868166E-2,2.011176136E-1,2.130100278E-1
1.660934613E1,8.671472889E-2,-4.248002172E-3,2.096484089E-1,2.269139596E-1
1.661926313E1,7.775836595E-2,-9.027516246E-3,1.905072561E-1,2.059632835E-1
1.662917913E1,6.561876968E-2,-8.256853223E-3,1.706439722E-1,1.830119225E-1
1.663909612E1,6.555232155E-2,-6.020877957E-3,1.587352404E-1,1.718436335E-1
1.664901312E1,7.606634620E-2,-2.333039045E-3,1.456845474E-1,1.643639847E-1
1.665893013E1,7.890136871E-2,9.574815631E-3,1.149287778E-1,1.397344877E-1
1.666884713E1,7.130455649E-2,-7.341179252E-3,1.147457600E-1,1.352953145E-1
1.667876413E1,6.846515771E-2,-1.466423213E-2,1.141288787E-1,1.338951772E-1
1.668868113E1,7.096381000E-2,-5.815640688E-3,1.112967798E-1,1.321236436E-1
1.669859812E1,7.680189852E-2,-1.830821693E-2,8.764069945E-2,1.179602247E-1
1.670851512E1,8.083147064E-2,-1.233937919E-2,9.484271497E-2,1.252243088E-1
1.671843213E1,8.286352426E-2,-1.019345105E-2,7.713296056E-2,1.136651385E-1
1.672834913E1,7.314384386E-2,-4.902890325E-3,7.604888678E-2,1.056290368E-1
1.673826613E1,6.229860186E-2,-1.435257554E-2,1.175942311E-1,1.338488528E-1
1.674818313E1,7.151251637E-2,-1.425551176E-3,1.512022725E-1,1.672668509E-1
1.675810013E1,7.387977990E-2,-1.325505316E-2,1.390728083E-1,1.580353262E-1
1.676801712E1,6.549564010E-2,-1.356554031E-3,1.284130418E-1,1.441576513E-1
1.677793412E1,7.225165011E-2,-3.458628058E-3,1.339328134E-1,1.522178096E-1
1.678785013E1,7.318439065E-2,-1.263115525E-2,1.282212532E-1,1.481762156E-1
1.679776713E1,8.246160127E-2,-6.386328936E-3,1.087520716E-1,1.366298428E-1
1.680768413E1,1.017776863E-1,-1.270775378E-2,1.545002483E-1,1.854467879E-1
1.681760112E1,3.685999963E-1,-2.676270604E-2,2.080164510E-1,4.240908435E-1
1.682751812E1,-7.682225414E-2,-2.599145830E-2,-1.376051572E-1,1.597259964E-1
1.683743513E1,-8.074664033E-2,3.116215110E-2,4.197498308E-1,4.285802376E-1
1.684735213E1,8.777988145E-2,-2.835197926E-2,-7.633393854E-2,1.197330885E-1
1.685726913E1,8.462021057E-2,-3.485525250E-3,7.230228335E-2,1.113568547E-1
1.686718613E1,1.214031804E-1,-6.017369628E-3,1.815560460E-1,2.184892190E-1
1.687710312E1,1.031002443E-1,-2.049566031E-2,8.677063376E-2,1.363043482E-1
1.688702012E1,5.673430922E-2,-1.883329690E-2,6.972278416E-2,9.184084900E-2
1.689693713E1,3.255330420E-2,-1.449700177E-2,8.188952431E-2,8.930719381E-2
1.690685413E1,4.342623825E-2,-9.827415347E-3,8.186949760E-2,9.319351318E-2
1.691677113E1,6.181849063E-2,-1.516183019E-3,2.510502040E-2,6.673894399E-2
1.692668813E1,8.889511907E-2,1.127460122E-2,8.221053645E-2,1.216060489E-1
1.693660512E1,7.274280709E-2,-1.366260409E-2,8.385301933E-2,1.118459279E-1
1.694652212E1,5.476878595E-2,-1.339187801E-2,1.121463802E-1,1.255220017E-1
1.695643813E1,6.862703422E-2,-8.777255416E-3,9.057921767E-2,1.139794048E-1
1.696635513E1,8.323774606E-2,-2.330583215E-2,1.273172736E-1,1.538875315E-1
1.697627213E1,8.446373359E-2,4.238646626E-3,1.526330861E-1,1.744962676E-1
1.698618913E1,8.655451518E-2,3.514761329E-3,1.938847540E-1,2.123566234E-1
1.699610612E1,7.849730783E-2,-7.609566450E-3,1.677501851E-1,1.853641213E-1
1.700602312E1,6.106219897E-2,-5.844292045E-3,2.452481581E-1,2.528030992E-1
1.701594013E1,5.466159917E-2,-3.333556116E-2,3.243579161E-1,3.306164058E-1
1.702585746E1,7.893489883E-2,-1.940983236E-2,3.209409495E-1,3.310748449E-1
1.703577446E1,8.758569907E-2,2.641187310E-3,3.819950902E-1,3.919164191E-1
1.704569146E1,9.357834594E-2,-1.751533449E-2,3.303811330E-1,3.438246454E-1
1.705560846E1,8.223334059E-2,-1.192130327E-2,3.297069490E-1,3.400163408E-1
1.706552546E1,7.709140878E-2,-2.166919649E-2,3.337326108E-1,3.432056161E-1
1.707544246E1,5.854019436E-2,-3.248888433E-2,2.823942035E-1,2.902222737E-1
1.708535946E1,5.720819863E-2,-2.683462679E-2,2.785904436E-1,2.856667822E-1
1.709527646E1,7.206347027E-2,-2.810873508E-2,2.259694496E-1,2.388418658E-1
1.710519346E1,9.171362319E-2,-1.752995253E-2,1.813266890E-1,2.039560150E-1
1.711511046E1,1.002271600E-1,-1.915138543E-2,1.395702602E-1,1.728933680E-1
1.712502746E1,8.312642056E-2,-3.773617566E-2,1.028741580E-1,1.375394966E-1
1.713494346E1,7.868197935E-2,-4.418390036E-2,9.024592638E-2,1.276220912E-1
1.714486046E1,8.208716020E-2,-1.826611698E-2,2.583314493E-2,8.797331571E-2
1.715477746E1,7.541936092E-2,-2.547748804E-2,-3.294072792E-2,8.615262013E-2
1.716469446E1,8.793515244E-2,-7.033615708E-3,-6.298569538E-2,1.083940063E-1
1.717461146E1,9.659839628E-2,-1.712064743E-2,-2.517957240E-3,9.813616480E-2
1.718452846E1,1.113911301E-1,-4.087379158E-2,-7.546591938E-2,1.406191868E-1
1.719444546E1,1.054903850E-1,-1.929756582E-2,-8.053837895E-2,1.341158002E-1
1.720436246E1,1.193216082E-1,-1.802755058E-2,-3.841474503E-3,1.207368862E-1
1.721427946E1,7.914683299E-2,-1.136757195E-2,-2.596785016E-2,8.407004286E-2
1.722419646E1,2.746470083E-2,-2.227789164E-2,-1.926217555E-1,1.958411472E-1
1.723411346E1,8.004646366E-2,-3.419276297E-2,-1.810197832E-1,2.008600092E-1
1.724403046E1,7.049207674E-2,-1.770186067E-2,-1.034096899E-1,1.263964110E-1
1.725394746E1,6.164037896E-2,-2.323157251E-2,-1.269231713E-1,1.429990688E-1
1.726386446E1,5.646585806E-2,-2.430336714E-2,-1.823133335E-1,1.923985404E-1
1.727378146E1,7.790379717E-2,-9.888811111E-3,-1.316102993E-1,1.532581518E-1
1.728369846E1,8.977609347E-2,-1.078401983E-2,-2.332797848E-2,9.338220720E-2
1.729361546E1,7.910222970E-2,-1.259022474E-2,3.000791073E-2,8.553450303E-2
1.730353246E1,5.779387037E-2,-6.616124511E-3,-1.113297435E-1,1.256113703E-1
1.731344946E1,8.952562250E-2,-7.896664739E-3,1.343112744E-2,9.087128030E-2
1.732336646E1,8.530991706E-2,-1.015778303E-2,5.072627686E-2,9.977032459E-2
1.733328246E1,6.537877802E-2,-6.360601187E-3,2.348409913E-2,6.975919133E-2
1.734319946E1,7.178097666E-2,-8.084945083E-3,9.128899656E-2,1.164111500E-1
1.735311646E1,7.808911736E-2,6.408548355E-4,1.200374901E-2,7.900892947E-2
1.736303346E1,7.868169612E-2,-7.722417712E-3,-1.523422603E-1,1.716351051E-1
1.737295046E1,7.572845022E-2,-2.257376075E-2,-2.317551233E-2,8.234972507E-2
1.738286746E1,8.977373631E-2,-7.192075253E-5,-5.205081739E-2,1.037719446E-1
1.739278446E1,9.064732860E-2,-2.917760611E-3,-1.764046490E-2,9.239392573E-2
1.740270146E1,8.015325758E-2,1.937182546E-3,-1.963261127E-2,8.254536209E-2
1.741261846E1,7.601968724E-2,6.210327744E-3,2.939161420E-2,8.174000247E-2
1.742253546E1,9.096474105E-2,-1.664526880E-2,-8.603593111E-2,1.263084737E-1
1.743245246E1,7.186655615E-2,-5.000538826E-3,-1.253567022E-1,1.445825372E-1
1.744236946E1,7.296936843E-2,-1.648447037E-2,-4.551008541E-2,8.756388734E-2
1.745228646E1,8.374654518E-2,-1.141084135E-2,-9.123889323E-2,1.243713262E-1
1.746220346E1,9.511190616E-2,8.732231855E-3,-9.134578764E-2,1.321611875E-1
1.747212046E1,9.220172865E-2,-1.177044511E-2,-9.053762935E-2,1.297565585E-1
1.748203746E1,7.631630553E-2,-7.638217807E-3,-6.482285399E-2,1.004217270E-1
1.749195446E1,8.067051689E-2,2.929455042E-4,-4.513816595E-2,9.244064116E-2
1.750187146E1,8.053023853E-2,-6.720789671E-3,-7.149427123E-3,8.112584447E-2
1.751178846E1,7.715731787E-2,-7.010811567E-4,1.870056510E-2,7.939429671E-2
1.752170446E1,7.125312841E-2,-7.530044317E-3,3.220354021E-2,7.855429891E-2
1.753162146E1,8.717520626E-2,-8.518808484E-3,6.529585719E-2,1.092503348E-1
1.754153846E1,9.213334364E-2,-1.280540228E-2,7.979106825E-2,1.225526251E-1
1.755145546E1,8.508193047E-2,-1.092259884E-3,9.570905305E-2,1.280638542E-1
1.756137246E1,7.286089344E-2,-3.307185173E-3,9.084124602E-2,1.164979796E-1
1.757128946E1,7.986620497E-2,9.889395833E-3,7.666818000E-2,1.111504416E-1
1.758120646E1,7.476207906E-2,-3.418866992E-3,8.974065386E-2,1.168522232E-1
1.759112346E1,7.177967931E-2,-7.459293008E-3,8.760525070E-2,1.135017329E-1
1.760104046E1,7.859185000E-2,2.856364846E-3,8.871797584E-2,1.185568089E-1
1.761095746E1,8.629867209E-2,-3.744556904E-3,8.193235517E-2,1.190562612E-1
1.762087446E1,8.906637853E-2,-2.407298684E-3,6.028822862E-2,1.075792052E-1
1.763079146E1,8.420748850E-2,3.117735386E-3,7.430575870E-2,1.123475285E-1
1.764070846E1,7.976201490E-2,1.317962408E-3,5.344238162E-2,9.601981149E-2
1.765062546E1,7.712975373E-2,1.081734896E-4,7.298604213E-2,1.061883843E-1
1.766054246E1,6.995801582E-2,-1.533666193E-2,1.124898311E-1,1.333540373E-1
1.767045946E1,7.328414049E-2,-1.224056125E-2,7.211480699E-2,1.035419817E-1
1.768037646E1,7.926224241E-2,-1.370587349E-3,8.982024908E-2,1.198000782E-1
1.769029346E1,9.216717526E-2,8.075004816E-4,7.879298508E-2,1.212591223E-1
1.770021046E1,7.994569056E-2,6.862292290E-3,8.085405551E-2,1.139112935E-1
1.771012746E1,6.858430387E-2,7.983788252E-3,8.447823286E-2,1.091060009E-1
1.772004446E1,7.826064178E-2,-4.981827736E-4,8.477761030E-2,1.153785918E-1
1.772996146E1,1.192465263E-1,-6.484562159E-4,1.560387238E-1,1.963879779E-1
1.773987846E1,9.257505510E-2,1.012737751E-3,9.069959722E-2,1.296054914E-1
1.774979446E1,7.685225766E-2,6.922518611E-3,-4.737114452E-2,9.054400093E-2
1.775971146E1,9.950821747E-2,1.181137562E-4,-9.742747664E-2,1.392623872E-1
1.776962846E1,1.502572345E-1,1.289837301E-2,-7.147636414E-2,1.668906084E-1
1.777954546E1,8.161263124E-2,5.511585474E-3,-9.057161629E-2,1.220418651E-1
1.778946246E1,7.412656895E-2,6.375803947E-3,-4.258527160E-2,8.572575142E-2
1.779937946E1,5.556183284E-2,-1.307788253E-2,5.475215793E-2,7.909454518E-2
1.780929646E1,2.208482388E-2,-7.916545272E-3,8.227083586E-2,8.555057901E-2
1.781921346E1,4.128020961E-2,-4.814012647E-3,1.026249935E-1,1.107209092E-1
1.782913046E1,7.242595196E-2,-1.218969047E-2,1.454552635E-1,1.629458215E-1
1.783904746E1,6.282006386E-2,-8.648616672E-3,1.257314356E-1,1.408174453E-1
1.784896446E1,6.528015194E-2,-6.635420322E-3,9.057687879E-2,1.118467613E-1
1.785888146E1,7.809258915E-2,-6.300374866E-3,1.683547141E-1,1.856918334E-1
1.786879846E1,7.933734259E-2,-2.551724911E-3,1.417551454E-1,1.624667550E-1
1.787871546E1,7.098168969E-2,-9.145045280E-3,1.019117063E-1,1.245312331E-1
1.788863246E1,7.166278982E-2,1.233762503E-4,8.074061953E-2,1.079565575E-1
1.789854946E1,8.007197214E-2,-5.737872720E-3,7.482031368E-2,1.097384310E-1
1.790846646E1,8.791756511E-2,8.002499342E-3,8.895778477E-2,1.253276734E-1
1.791838346E1,7.864054634E-2,-2.525997162E-3,7.777213432E-2,1.106310131E-1
1.792830046E1,7.485371590E-2,-3.780809641E-3,8.167332351E-2,1.108508235E-1
1.793821746E1,7.657612290E-2,-3.386707306E-3,9.872504689E-2,1.249880285E-1
1.794813446E1,6.720701049E-2,4.754371047E-3,8.006007671E-2,1.046374798E-1
1.795805146E1,7.078929802E-2,-1.933674216E-3,1.007504493E-1,1.231483530E-1
1.796796846E1,7.919849862E-2,-1.403331757E-4,1.219875365E-1,1.454420192E-1
1.797788546E1,7.819258567E-2,2.642941475E-4,1.238423464E-1,1.464618622E-1
1.798780246E1,8.837427833E-2,2.604934573E-3,1.012585723E-1,1.344250618E-1
1.799771846E1,7.069386964E-2,4.487153292E-3,6.790013395E-2,9.812332006E-2
1.800763546E1,6.655590476E-2,-6.804404855E-3,6.835446261E-2,9.564685537E-2
1.801755246E1,7.522128649E-2,2.098565698E-3,7.664296389E-2,1.074094495E-1
1.802746937E1,7.175803548E-2,-2.168732285E-3,6.514909208E-2,9.694494960E-2
1.803738637E1,7.235300794E-2,2.125462890E-3,3.559426747E-2,8.066242761E-2
1.804730338E1,8.430250576E-2,3.741633296E-3,3.722973369E-2,9.223321185E-2
1.805722038E1,7.559781063E-2,4.514050484E-4,5.421465263E-3,7.579330462E-2
1.806713738E1,6.686595337E-2,-5.617420077E-3,-3.655021414E-3,6.720096956E-2
1.807705438E1,6.052663970E-2,-9.967163801E-3,-7.877251983E-2,9.983951296E-2
1.808697137E1,6.404851818E-2,-1.603481948E-2,-6.278732859E-2,9.111298891E-2
1.809688837E1,7.489988149E-2,1.938351989E-3,-6.931048237E-2,1.020670976E-1
1.810680538E1,8.480963294E-2,8.167390823E-3,-8.684986353E-2,1.216646165E-1
1.811672238E1,8.096287767E-2,-6.295112371E-3,-8.202064812E-2,1.154209804E-1
1.812663938E1,9.180832068E-2,-8.216507435E-3,-6.372471035E-2,1.120585447E-1
1.813655638E1,9.432567492E-2,-1.081559479E-2,-2.217322648E-2,9.749852313E-2
1.814647337E1,6.466195506E-2,-7.616583109E-3,-3.080203570E-2,7.202739877E-2
1.815639037E1,1.063886087E-1,-3.180768371E-2,-3.445015740E-1,3.619552449E-1
1.816630738E1,1.988649738E-1,-6.256813109E-2,-1.521088833E0,1.535308857E0
1.817622438E1,6.175421694E-2,-4.853188992E-3,-2.578336320E-1,2.651703576E-1
1.818614138E1,2.999377691E-2,3.348700404E-2,6.592857709E-1,6.608167172E-1
1.819605838E1,5.957861418E-2,1.020573020E-2,5.915008271E-1,5.945813625E-1
1.820597537E1,7.289957643E-2,6.823700666E-4,3.001415994E-1,3.088685700E-1
1.821589237E1,9.072125020E-2,-1.762935519E-3,1.847370044E-1,2.058184005E-1
1.822580938E1,6.215168143E-2,3.580834866E-3,1.639617741E-1,1.753827735E-1
1.823572638E1,7.038263331E-2,1.352168620E-2,2.258848842E-1,2.369821343E-1
1.824564338E1,4.486398635E-2,9.414601922E-3,1.915489376E-1,1.969578825E-1
1.825556038E1,7.041074563E-2,-1.485192776E-4,4.275118634E-2,8.237329113E-2
1.826547637E1,9.232655757E-2,-1.165350080E-2,-4.800746776E-2,1.047125316E-1
1.827539337E1,1.529598907E-1,-1.222594321E-2,-3.995870233E-2,1.585651277E-1
1.828531038E1,1.788226920E-1,-2.827713490E-3,-2.389640093E-2,1.804344454E-1
1.829522738E1,2.013627216E-1,3.330574036E-3,7.918825686E-2,2.163996728E-1
1.830514438E1,2.509058874E-1,-1.241363883E-3,2.146169342E-1,3.301753077E-1
1.831506138E1,2.152376344E-1,9.409924150E-3,2.580744642E-1,3.361818184E-1
1.832497837E1,2.611744935E-1,1.696394205E-2,2.354280518E-1,3.520316164E-1
1.833489537E1,2.601048367E-1,6.155363917E-3,3.360652113E-1,4.250085186E-1
1.834481238E1,2.728689431E-1,1.514955103E-2,4.409887453E-1,5.188044357E-1
1.835472938E1,1.408132595E-1,-1.882803440E-4,2.843938782E-1,3.173456908E-1
1.836464638E1,2.632133628E-1,2.954890430E-2,3.196642099E-1,4.151380724E-1
1.837456338E1,6.228785212E-1,5.075967908E-3,7.495820564E-1,9.746161690E-1
1.838448037E1,6.014410937E-1,1.015368998E-2,8.414174022E-1,1.034319937E0
1.839439737E1,3.580675163E-1,5.805115700E-3,7.830093458E-1,8.610166556E-1
1.840431438E1,2.823065319E-1,1.808134496E-2,5.577348378E-1,6.253735381E-1
1.841423138E1,5.121090140E-1,1.182336241E-1,3.520964494E-1,6.326189546E-1
1.842414838E1,7.273245569E-1,7.218387723E-3,3.324465157E-1,7.997335819E-1
1.843406538E1,7.130477759E-1,3.260635489E-1,-1.521047902E-1,7.986804341E-1
1.844398237E1,5.836406343E-1,1.638186927E0,-4.745600954E-1,1.802636981E0
1.845389937E1,6.175130430E-1,2.119641402E0,-6.197932378E-1,2.293108303E0
1.846381638E1,6.632568343E-1,1.968143553E0,-4.603531156E-1,2.127304318E0
1.847373338E1,5.182911655E-1,1.786655919E0,1.318561748E-2,1.860359902E0
1.848365038E1,-7.500446443E-2,1.889574516E0,5.330011886E-1,1.964741150E0
1.849356738E1,-2.327325585E-1,1.417259240E0,8.521123981E-1,1.669995130E0
1.850348437E1,-4.445165167E-1,1.381953167E0,8.561259270E-1,1.685331152E0
1.851340137E1,-5.522316211E-1,1.311091345E0,1.022673778E0,1.752079318E0
1.852331838E1,-5.377853074E-1,9.673370451E-1,1.273160603E0,1.686977154E0
1.853323538E1,-5.420210304E-1,5.576173818E-1,1.195925901E0,1.426521189E0
1.854315238E1,-5.394274979E-1,2.090525776E-1,8.883820921E-1,1.060145154E0
1.855306938E1,-4.668598972E-1,-1.782465219E-2,4.781934822E-1,6.685393692E-1
1.856298638E1,-4.155518589E-1,-2.779298544E-2,-7.530687511E-2,4.232338868E-1
1.857290337E1,-4.348716807E-1,-1.868091846E-1,-5.204057014E-1,7.034437747E-1
1.858282037E1,-4.692293351E-1,-5.717729062E-1,-7.610532703E-1,1.061274001E0
1.859273738E1,-4.319264016E-1,-8.386895299E-1,-8.826038736E-1,1.291878532E0
1.860265438E1,-3.123231038E-1,-1.060089673E0,-8.135541040E-1,1.372299572E0
